,table_name_left,column_index_left,table_name_right,column_index_right,label
2092,Person_bongacams.es_September2020_CPA.json.gz,5,Person_showcamsgirls.com_September2020_CPA.json.gz,8,0
2093,Person_showcamsgirls.com_September2020_CPA.json.gz,5,Person_bongacams.es_September2020_CPA.json.gz,7,0
2094,Person_bongacams.es_September2020_CPA.json.gz,5,Person_showcamsgirls.com_September2020_CPA.json.gz,0,0
2095,Person_showcamsgirls.com_September2020_CPA.json.gz,5,Person_bongacams.es_September2020_CPA.json.gz,8,0
2096,Person_bongacams.es_September2020_CPA.json.gz,0,Person_showcamsgirls.com_September2020_CPA.json.gz,2,0
2097,Person_showcamsgirls.com_September2020_CPA.json.gz,7,Person_bongacams.es_September2020_CPA.json.gz,0,0
2098,Person_bongochat.ru_September2020_CPA.json.gz,5,Person_llcam.com_September2020_CPA.json.gz,8,0
2099,Person_llcam.com_September2020_CPA.json.gz,6,Person_bongochat.ru_September2020_CPA.json.gz,8,0
2100,Person_llcam.com_September2020_CPA.json.gz,0,Person_bongochat.ru_September2020_CPA.json.gz,5,0
2101,Person_bongochat.ru_September2020_CPA.json.gz,0,Person_llcam.com_September2020_CPA.json.gz,6,0
2102,Person_llcam.com_September2020_CPA.json.gz,7,Person_bongochat.ru_September2020_CPA.json.gz,5,0
2103,Person_llcam.com_September2020_CPA.json.gz,1,Person_bongochat.ru_September2020_CPA.json.gz,6,0
2104,Product_serverpartsdirect.com_September2020_CPA.json.gz,8,Person_showcamsgirls.com_September2020_CPA.json.gz,5,0
2105,Product_serverpartsdirect.com_September2020_CPA.json.gz,6,Person_showcamsgirls.com_September2020_CPA.json.gz,8,0
2106,Product_serverpartsdirect.com_September2020_CPA.json.gz,2,Person_showcamsgirls.com_September2020_CPA.json.gz,5,0
2107,Person_showcamsgirls.com_September2020_CPA.json.gz,4,Product_serverpartsdirect.com_September2020_CPA.json.gz,6,0
2108,Person_showcamsgirls.com_September2020_CPA.json.gz,5,Product_serverpartsdirect.com_September2020_CPA.json.gz,3,0
2109,Person_showcamsgirls.com_September2020_CPA.json.gz,5,Product_serverpartsdirect.com_September2020_CPA.json.gz,12,0
2110,Product_serverpartsdirect.com_September2020_CPA.json.gz,7,Person_camjugs.com_September2020_CPA.json.gz,5,0
2111,Person_camjugs.com_September2020_CPA.json.gz,8,Product_serverpartsdirect.com_September2020_CPA.json.gz,6,0
2112,Person_camjugs.com_September2020_CPA.json.gz,5,Product_serverpartsdirect.com_September2020_CPA.json.gz,13,0
2113,Person_camjugs.com_September2020_CPA.json.gz,4,Product_serverpartsdirect.com_September2020_CPA.json.gz,6,0
2114,Product_serverpartsdirect.com_September2020_CPA.json.gz,10,Person_camjugs.com_September2020_CPA.json.gz,7,0
2115,Product_serverpartsdirect.com_September2020_CPA.json.gz,14,Person_camjugs.com_September2020_CPA.json.gz,2,0
2116,Person_showcamsgirls.com_September2020_CPA.json.gz,8,Person_cyclingoo.com_September2020_CPA.json.gz,9,0
2117,Person_showcamsgirls.com_September2020_CPA.json.gz,5,Person_cyclingoo.com_September2020_CPA.json.gz,7,0
2118,Person_cyclingoo.com_September2020_CPA.json.gz,9,Person_showcamsgirls.com_September2020_CPA.json.gz,0,0
2119,Person_cyclingoo.com_September2020_CPA.json.gz,6,Person_showcamsgirls.com_September2020_CPA.json.gz,5,0
2120,Person_showcamsgirls.com_September2020_CPA.json.gz,7,Person_cyclingoo.com_September2020_CPA.json.gz,8,0
2121,Person_cyclingoo.com_September2020_CPA.json.gz,0,Person_showcamsgirls.com_September2020_CPA.json.gz,6,0
2122,Person_bongochat.ru_September2020_CPA.json.gz,5,Person_showcamsgirls.com_September2020_CPA.json.gz,8,0
2123,Person_showcamsgirls.com_September2020_CPA.json.gz,5,Person_bongochat.ru_September2020_CPA.json.gz,8,0
2124,Person_showcamsgirls.com_September2020_CPA.json.gz,4,Person_bongochat.ru_September2020_CPA.json.gz,5,0
2125,Person_showcamsgirls.com_September2020_CPA.json.gz,5,Person_bongochat.ru_September2020_CPA.json.gz,0,0
2126,Person_bongochat.ru_September2020_CPA.json.gz,5,Person_showcamsgirls.com_September2020_CPA.json.gz,6,0
2127,Person_showcamsgirls.com_September2020_CPA.json.gz,2,Person_bongochat.ru_September2020_CPA.json.gz,0,0
2128,Product_boddels.de_September2020_CPA.json.gz,6,Person_bongochat.ru_September2020_CPA.json.gz,5,0
2129,Product_boddels.de_September2020_CPA.json.gz,11,Person_bongochat.ru_September2020_CPA.json.gz,8,0
2130,Product_boddels.de_September2020_CPA.json.gz,13,Person_bongochat.ru_September2020_CPA.json.gz,5,0
2131,Person_bongochat.ru_September2020_CPA.json.gz,4,Product_boddels.de_September2020_CPA.json.gz,11,0
2132,Person_bongochat.ru_September2020_CPA.json.gz,8,Product_boddels.de_September2020_CPA.json.gz,10,0
2133,Product_boddels.de_September2020_CPA.json.gz,7,Person_bongochat.ru_September2020_CPA.json.gz,6,0
2134,Product_boddels.de_September2020_CPA.json.gz,6,Person_llcam.com_September2020_CPA.json.gz,6,0
2135,Person_llcam.com_September2020_CPA.json.gz,8,Product_boddels.de_September2020_CPA.json.gz,11,0
2136,Person_llcam.com_September2020_CPA.json.gz,6,Product_boddels.de_September2020_CPA.json.gz,13,0
2137,Product_boddels.de_September2020_CPA.json.gz,11,Person_llcam.com_September2020_CPA.json.gz,5,0
2138,Product_boddels.de_September2020_CPA.json.gz,3,Person_llcam.com_September2020_CPA.json.gz,7,0
2139,Product_boddels.de_September2020_CPA.json.gz,9,Person_llcam.com_September2020_CPA.json.gz,5,0
2140,Person_bongochat.ru_September2020_CPA.json.gz,5,Product_serverpartsdirect.com_September2020_CPA.json.gz,8,0
2141,Person_bongochat.ru_September2020_CPA.json.gz,8,Product_serverpartsdirect.com_September2020_CPA.json.gz,6,0
2142,Product_serverpartsdirect.com_September2020_CPA.json.gz,0,Person_bongochat.ru_September2020_CPA.json.gz,5,0
2143,Person_bongochat.ru_September2020_CPA.json.gz,4,Product_serverpartsdirect.com_September2020_CPA.json.gz,6,0
2144,Product_serverpartsdirect.com_September2020_CPA.json.gz,8,Person_bongochat.ru_September2020_CPA.json.gz,7,0
2145,Product_serverpartsdirect.com_September2020_CPA.json.gz,13,Person_bongochat.ru_September2020_CPA.json.gz,4,0
2146,Person_bongochat.ru_September2020_CPA.json.gz,5,Product_aliveskinhair.com.au_September2020_CPA.json.gz,2,0
2147,Person_bongochat.ru_September2020_CPA.json.gz,8,Product_aliveskinhair.com.au_September2020_CPA.json.gz,10,0
2148,Product_aliveskinhair.com.au_September2020_CPA.json.gz,7,Person_bongochat.ru_September2020_CPA.json.gz,5,0
2149,Person_bongochat.ru_September2020_CPA.json.gz,4,Product_aliveskinhair.com.au_September2020_CPA.json.gz,10,0
2150,Product_aliveskinhair.com.au_September2020_CPA.json.gz,10,Person_bongochat.ru_September2020_CPA.json.gz,1,0
2151,Person_bongochat.ru_September2020_CPA.json.gz,0,Product_aliveskinhair.com.au_September2020_CPA.json.gz,9,0
2152,Product_boddels.de_September2020_CPA.json.gz,11,Product_lords-electrical.co.uk_September2020_CPA.json.gz,8,0
2153,Product_boddels.de_September2020_CPA.json.gz,6,Product_lords-electrical.co.uk_September2020_CPA.json.gz,5,0
2154,Product_lords-electrical.co.uk_September2020_CPA.json.gz,2,Product_boddels.de_September2020_CPA.json.gz,11,0
2155,Product_lords-electrical.co.uk_September2020_CPA.json.gz,5,Product_boddels.de_September2020_CPA.json.gz,13,0
2156,Product_lords-electrical.co.uk_September2020_CPA.json.gz,2,Product_boddels.de_September2020_CPA.json.gz,4,0
2157,Product_boddels.de_September2020_CPA.json.gz,2,Product_lords-electrical.co.uk_September2020_CPA.json.gz,9,0
2158,Product_lords-electrical.co.uk_September2020_CPA.json.gz,8,Person_bongacams.es_September2020_CPA.json.gz,5,0
2159,Person_bongacams.es_September2020_CPA.json.gz,8,Product_lords-electrical.co.uk_September2020_CPA.json.gz,5,0
2160,Product_lords-electrical.co.uk_September2020_CPA.json.gz,2,Person_bongacams.es_September2020_CPA.json.gz,5,0
2161,Person_bongacams.es_September2020_CPA.json.gz,0,Product_lords-electrical.co.uk_September2020_CPA.json.gz,5,0
2162,Person_bongacams.es_September2020_CPA.json.gz,7,Product_lords-electrical.co.uk_September2020_CPA.json.gz,4,0
2163,Person_bongacams.es_September2020_CPA.json.gz,8,Product_lords-electrical.co.uk_September2020_CPA.json.gz,2,0
2164,Person_bongacams.es_September2020_CPA.json.gz,5,Person_bongochat.ru_September2020_CPA.json.gz,8,0
2165,Person_bongochat.ru_September2020_CPA.json.gz,5,Person_bongacams.es_September2020_CPA.json.gz,7,0
2166,Person_bongacams.es_September2020_CPA.json.gz,5,Person_bongochat.ru_September2020_CPA.json.gz,4,0
2167,Person_bongacams.es_September2020_CPA.json.gz,8,Person_bongochat.ru_September2020_CPA.json.gz,5,0
2168,Person_bongacams.es_September2020_CPA.json.gz,4,Person_bongochat.ru_September2020_CPA.json.gz,2,0
2169,Person_bongacams.es_September2020_CPA.json.gz,4,Person_bongochat.ru_September2020_CPA.json.gz,8,0
2170,Product_lords-electrical.co.uk_September2020_CPA.json.gz,8,Person_showcamsgirls.com_September2020_CPA.json.gz,5,0
2171,Product_lords-electrical.co.uk_September2020_CPA.json.gz,5,Person_showcamsgirls.com_September2020_CPA.json.gz,8,0
2172,Person_showcamsgirls.com_September2020_CPA.json.gz,5,Product_lords-electrical.co.uk_September2020_CPA.json.gz,3,0
2173,Person_showcamsgirls.com_September2020_CPA.json.gz,0,Product_lords-electrical.co.uk_September2020_CPA.json.gz,5,0
2174,Product_lords-electrical.co.uk_September2020_CPA.json.gz,9,Person_showcamsgirls.com_September2020_CPA.json.gz,5,0
2175,Product_lords-electrical.co.uk_September2020_CPA.json.gz,7,Person_showcamsgirls.com_September2020_CPA.json.gz,3,0
2176,Product_serverpartsdirect.com_September2020_CPA.json.gz,8,Product_boddels.de_September2020_CPA.json.gz,11,0
2177,Product_serverpartsdirect.com_September2020_CPA.json.gz,6,Product_boddels.de_September2020_CPA.json.gz,6,0
2178,Product_boddels.de_September2020_CPA.json.gz,11,Product_serverpartsdirect.com_September2020_CPA.json.gz,2,0
2179,Product_boddels.de_September2020_CPA.json.gz,13,Product_serverpartsdirect.com_September2020_CPA.json.gz,6,0
2180,Product_serverpartsdirect.com_September2020_CPA.json.gz,6,Product_boddels.de_September2020_CPA.json.gz,9,0
2181,Product_serverpartsdirect.com_September2020_CPA.json.gz,13,Product_boddels.de_September2020_CPA.json.gz,9,0
2182,Person_showcamsgirls.com_September2020_CPA.json.gz,8,Person_llcam.com_September2020_CPA.json.gz,6,0
2183,Person_llcam.com_September2020_CPA.json.gz,8,Person_showcamsgirls.com_September2020_CPA.json.gz,5,0
2184,Person_showcamsgirls.com_September2020_CPA.json.gz,4,Person_llcam.com_September2020_CPA.json.gz,6,0
2185,Person_llcam.com_September2020_CPA.json.gz,5,Person_showcamsgirls.com_September2020_CPA.json.gz,5,0
2186,Person_llcam.com_September2020_CPA.json.gz,3,Person_showcamsgirls.com_September2020_CPA.json.gz,0,0
2187,Person_showcamsgirls.com_September2020_CPA.json.gz,2,Person_llcam.com_September2020_CPA.json.gz,7,0
2188,Person_bongacams.es_September2020_CPA.json.gz,5,Product_serverpartsdirect.com_September2020_CPA.json.gz,8,0
2189,Product_serverpartsdirect.com_September2020_CPA.json.gz,6,Person_bongacams.es_September2020_CPA.json.gz,7,0
2190,Person_bongacams.es_September2020_CPA.json.gz,5,Product_serverpartsdirect.com_September2020_CPA.json.gz,0,0
2191,Product_serverpartsdirect.com_September2020_CPA.json.gz,6,Person_bongacams.es_September2020_CPA.json.gz,8,0
2192,Product_serverpartsdirect.com_September2020_CPA.json.gz,10,Person_bongacams.es_September2020_CPA.json.gz,2,0
2193,Person_bongacams.es_September2020_CPA.json.gz,6,Product_serverpartsdirect.com_September2020_CPA.json.gz,12,0
2194,Product_michaelkors.eu_September2020_CPA.json.gz,8,Product_michaelkors.co.uk_September2020_CPA.json.gz,3,0
2195,Product_michaelkors.eu_September2020_CPA.json.gz,3,Product_michaelkors.co.uk_September2020_CPA.json.gz,8,0
2196,Product_michaelkors.eu_September2020_CPA.json.gz,0,Product_michaelkors.co.uk_September2020_CPA.json.gz,3,0
2197,Product_michaelkors.eu_September2020_CPA.json.gz,3,Product_michaelkors.co.uk_September2020_CPA.json.gz,0,0
2198,Product_michaelkors.eu_September2020_CPA.json.gz,8,Product_michaelkors.co.uk_September2020_CPA.json.gz,0,0
2199,Product_michaelkors.co.uk_September2020_CPA.json.gz,9,Product_michaelkors.eu_September2020_CPA.json.gz,6,0
2200,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,1,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,8,0
2201,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,4,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,2,0
2202,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,7,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,1,0
2203,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,2,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,0,0
2204,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,4,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,7,0
2205,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,9,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,5,0
2206,Product_beginhomedecor.com_September2020_CPA.json.gz,1,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,8,0
2207,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,2,Product_beginhomedecor.com_September2020_CPA.json.gz,6,0
2208,Product_beginhomedecor.com_September2020_CPA.json.gz,1,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,7,0
2209,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,2,Product_beginhomedecor.com_September2020_CPA.json.gz,2,0
2210,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,2,Product_beginhomedecor.com_September2020_CPA.json.gz,5,0
2211,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,6,Product_beginhomedecor.com_September2020_CPA.json.gz,7,0
2212,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,8,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,1,0
2213,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,4,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,2,0
2214,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,7,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,1,0
2215,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,0,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,2,0
2216,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,5,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,1,0
2217,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,4,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,8,0
2218,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,2,Product_beginhomedecor.com_September2020_CPA.json.gz,6,0
2219,Product_beginhomedecor.com_September2020_CPA.json.gz,1,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,8,0
2220,Product_beginhomedecor.com_September2020_CPA.json.gz,0,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,2,0
2221,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,7,Product_beginhomedecor.com_September2020_CPA.json.gz,8,0
2222,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,5,Product_beginhomedecor.com_September2020_CPA.json.gz,7,0
2223,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,1,Product_beginhomedecor.com_September2020_CPA.json.gz,5,0
2224,Product_beginhomedecor.com_September2020_CPA.json.gz,1,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,4,0
2225,Product_beginhomedecor.com_September2020_CPA.json.gz,11,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,1,0
2226,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,0,Product_beginhomedecor.com_September2020_CPA.json.gz,1,0
2227,Product_beginhomedecor.com_September2020_CPA.json.gz,11,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,2,0
2228,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,6,Product_beginhomedecor.com_September2020_CPA.json.gz,5,0
2229,Product_serverpartsdirect.com_September2020_CPA.json.gz,8,Product_beginhomedecor.com_September2020_CPA.json.gz,1,0
2230,Product_serverpartsdirect.com_September2020_CPA.json.gz,7,Product_beginhomedecor.com_September2020_CPA.json.gz,6,0
2231,Product_beginhomedecor.com_September2020_CPA.json.gz,1,Product_serverpartsdirect.com_September2020_CPA.json.gz,6,0
2232,Product_beginhomedecor.com_September2020_CPA.json.gz,4,Product_serverpartsdirect.com_September2020_CPA.json.gz,7,0
2233,Product_beginhomedecor.com_September2020_CPA.json.gz,3,Product_serverpartsdirect.com_September2020_CPA.json.gz,7,0
2234,Product_beginhomedecor.com_September2020_CPA.json.gz,7,Product_serverpartsdirect.com_September2020_CPA.json.gz,11,0
2235,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,8,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,2,0
2236,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,8,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,0,0
2237,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,4,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,1,0
2238,Product_serverpartsdirect.com_September2020_CPA.json.gz,8,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,2,0
2239,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,8,Product_serverpartsdirect.com_September2020_CPA.json.gz,7,0
2240,Product_serverpartsdirect.com_September2020_CPA.json.gz,0,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,2,0
2241,Product_serverpartsdirect.com_September2020_CPA.json.gz,7,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,0,0
2242,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,4,Product_serverpartsdirect.com_September2020_CPA.json.gz,13,0
2243,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,9,Product_serverpartsdirect.com_September2020_CPA.json.gz,3,0
2244,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,1,Product_serverpartsdirect.com_September2020_CPA.json.gz,8,0
2245,Product_serverpartsdirect.com_September2020_CPA.json.gz,7,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,4,0
2246,Product_serverpartsdirect.com_September2020_CPA.json.gz,0,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,1,0
2247,Product_serverpartsdirect.com_September2020_CPA.json.gz,7,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,0,0
2248,Product_serverpartsdirect.com_September2020_CPA.json.gz,14,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,0,0
2249,Product_alanmancesuzuki.com.au_September2020_CPA.json.gz,1,Product_serverpartsdirect.com_September2020_CPA.json.gz,14,0
2250,Product_serverpartsdirect.com_September2020_CPA.json.gz,8,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,2,0
2251,Product_serverpartsdirect.com_September2020_CPA.json.gz,7,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,8,0
2252,Product_serverpartsdirect.com_September2020_CPA.json.gz,6,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,2,0
2253,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,7,Product_serverpartsdirect.com_September2020_CPA.json.gz,7,0
2254,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,9,Product_serverpartsdirect.com_September2020_CPA.json.gz,8,0
2255,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,0,Product_serverpartsdirect.com_September2020_CPA.json.gz,9,0
2256,Event_pintrader.club_September2020_CPA.json.gz,7,JobPosting_talentor.com_September2020_CPA.json.gz,3,0
2257,Event_pintrader.club_September2020_CPA.json.gz,5,JobPosting_talentor.com_September2020_CPA.json.gz,5,0
2258,Event_pintrader.club_September2020_CPA.json.gz,7,JobPosting_talentor.com_September2020_CPA.json.gz,1,0
2259,Event_pintrader.club_September2020_CPA.json.gz,0,JobPosting_talentor.com_September2020_CPA.json.gz,5,0
2260,Event_pintrader.club_September2020_CPA.json.gz,9,JobPosting_talentor.com_September2020_CPA.json.gz,2,0
2261,Event_pintrader.club_September2020_CPA.json.gz,6,JobPosting_talentor.com_September2020_CPA.json.gz,1,0
2262,Person_theinmatesearch.org_September2020_CPA.json.gz,7,Event_westervillepubliclibrary.org_September2020_CPA.json.gz,2,0
2263,Person_theinmatesearch.org_September2020_CPA.json.gz,6,Event_westervillepubliclibrary.org_September2020_CPA.json.gz,7,0
2264,Event_westervillepubliclibrary.org_September2020_CPA.json.gz,2,Person_theinmatesearch.org_September2020_CPA.json.gz,0,0
2265,Event_westervillepubliclibrary.org_September2020_CPA.json.gz,0,Person_theinmatesearch.org_September2020_CPA.json.gz,6,0
2266,Person_theinmatesearch.org_September2020_CPA.json.gz,5,Event_westervillepubliclibrary.org_September2020_CPA.json.gz,7,0
2267,Event_westervillepubliclibrary.org_September2020_CPA.json.gz,6,Person_theinmatesearch.org_September2020_CPA.json.gz,5,0
2268,Person_theinmatesearch.org_September2020_CPA.json.gz,7,JobPosting_novartis.com_September2020_CPA.json.gz,5,0
2269,JobPosting_novartis.com_September2020_CPA.json.gz,3,Person_theinmatesearch.org_September2020_CPA.json.gz,6,0
2270,Person_theinmatesearch.org_September2020_CPA.json.gz,0,JobPosting_novartis.com_September2020_CPA.json.gz,5,0
2271,JobPosting_novartis.com_September2020_CPA.json.gz,0,Person_theinmatesearch.org_September2020_CPA.json.gz,6,0
2272,JobPosting_novartis.com_September2020_CPA.json.gz,2,Person_theinmatesearch.org_September2020_CPA.json.gz,5,0
2273,Person_theinmatesearch.org_September2020_CPA.json.gz,5,JobPosting_novartis.com_September2020_CPA.json.gz,0,0
2274,Product_boddels.de_September2020_CPA.json.gz,7,JobPosting_talentor.com_September2020_CPA.json.gz,5,0
2275,Product_boddels.de_September2020_CPA.json.gz,1,JobPosting_talentor.com_September2020_CPA.json.gz,3,0
2276,Product_boddels.de_September2020_CPA.json.gz,10,JobPosting_talentor.com_September2020_CPA.json.gz,5,0
2277,JobPosting_talentor.com_September2020_CPA.json.gz,0,Product_boddels.de_September2020_CPA.json.gz,1,0
2278,Product_boddels.de_September2020_CPA.json.gz,10,JobPosting_talentor.com_September2020_CPA.json.gz,4,0
2279,JobPosting_talentor.com_September2020_CPA.json.gz,0,Product_boddels.de_September2020_CPA.json.gz,2,0
2280,JobPosting_frsrecruitment.com_September2020_CPA.json.gz,3,JobPosting_novartis.com_September2020_CPA.json.gz,3,0
2281,JobPosting_frsrecruitment.com_September2020_CPA.json.gz,4,JobPosting_novartis.com_September2020_CPA.json.gz,5,0
2282,JobPosting_novartis.com_September2020_CPA.json.gz,1,JobPosting_frsrecruitment.com_September2020_CPA.json.gz,3,0
2283,JobPosting_novartis.com_September2020_CPA.json.gz,5,JobPosting_frsrecruitment.com_September2020_CPA.json.gz,0,0
2284,JobPosting_frsrecruitment.com_September2020_CPA.json.gz,5,JobPosting_novartis.com_September2020_CPA.json.gz,4,0
2285,JobPosting_novartis.com_September2020_CPA.json.gz,4,JobPosting_frsrecruitment.com_September2020_CPA.json.gz,2,0
2286,Event_pintrader.club_September2020_CPA.json.gz,7,JobPosting_novartis.com_September2020_CPA.json.gz,3,0
2287,JobPosting_novartis.com_September2020_CPA.json.gz,5,Event_pintrader.club_September2020_CPA.json.gz,4,0
2288,JobPosting_novartis.com_September2020_CPA.json.gz,1,Event_pintrader.club_September2020_CPA.json.gz,7,0
2289,Event_pintrader.club_September2020_CPA.json.gz,10,JobPosting_novartis.com_September2020_CPA.json.gz,5,0
2290,Event_pintrader.club_September2020_CPA.json.gz,9,JobPosting_novartis.com_September2020_CPA.json.gz,0,0
2291,JobPosting_novartis.com_September2020_CPA.json.gz,4,Event_pintrader.club_September2020_CPA.json.gz,0,0
2292,JobPosting_frsrecruitment.com_September2020_CPA.json.gz,3,JobPosting_talentor.com_September2020_CPA.json.gz,3,0
2293,JobPosting_frsrecruitment.com_September2020_CPA.json.gz,4,JobPosting_talentor.com_September2020_CPA.json.gz,5,0
2294,JobPosting_talentor.com_September2020_CPA.json.gz,0,JobPosting_frsrecruitment.com_September2020_CPA.json.gz,3,0
2295,JobPosting_frsrecruitment.com_September2020_CPA.json.gz,0,JobPosting_talentor.com_September2020_CPA.json.gz,5,0
2296,JobPosting_frsrecruitment.com_September2020_CPA.json.gz,2,JobPosting_talentor.com_September2020_CPA.json.gz,3,0
2297,JobPosting_talentor.com_September2020_CPA.json.gz,1,JobPosting_frsrecruitment.com_September2020_CPA.json.gz,4,0
2298,Person_theinmatesearch.org_September2020_CPA.json.gz,6,Product_boddels.de_September2020_CPA.json.gz,8,0
2299,Product_boddels.de_September2020_CPA.json.gz,1,Person_theinmatesearch.org_September2020_CPA.json.gz,7,0
2300,Person_theinmatesearch.org_September2020_CPA.json.gz,6,Product_boddels.de_September2020_CPA.json.gz,0,0
2301,Person_theinmatesearch.org_September2020_CPA.json.gz,0,Product_boddels.de_September2020_CPA.json.gz,1,0
2302,Product_boddels.de_September2020_CPA.json.gz,11,Person_theinmatesearch.org_September2020_CPA.json.gz,6,0
2303,Person_theinmatesearch.org_September2020_CPA.json.gz,2,Product_boddels.de_September2020_CPA.json.gz,9,0
2304,Event_westervillepubliclibrary.org_September2020_CPA.json.gz,7,Event_pintrader.club_September2020_CPA.json.gz,7,0
2305,Event_westervillepubliclibrary.org_September2020_CPA.json.gz,2,Event_pintrader.club_September2020_CPA.json.gz,5,0
2306,Event_pintrader.club_September2020_CPA.json.gz,7,Event_westervillepubliclibrary.org_September2020_CPA.json.gz,4,0
2307,Event_westervillepubliclibrary.org_September2020_CPA.json.gz,2,Event_pintrader.club_September2020_CPA.json.gz,3,0
2308,Event_pintrader.club_September2020_CPA.json.gz,6,Event_westervillepubliclibrary.org_September2020_CPA.json.gz,7,0
2309,Event_pintrader.club_September2020_CPA.json.gz,8,Event_westervillepubliclibrary.org_September2020_CPA.json.gz,5,0
2310,JobPosting_novartis.com_September2020_CPA.json.gz,5,Product_boddels.de_September2020_CPA.json.gz,8,0
2311,JobPosting_novartis.com_September2020_CPA.json.gz,3,Product_boddels.de_September2020_CPA.json.gz,1,0
2312,Product_boddels.de_September2020_CPA.json.gz,0,JobPosting_novartis.com_September2020_CPA.json.gz,5,0
2313,JobPosting_novartis.com_September2020_CPA.json.gz,0,Product_boddels.de_September2020_CPA.json.gz,1,0
2314,Product_boddels.de_September2020_CPA.json.gz,6,JobPosting_novartis.com_September2020_CPA.json.gz,0,0
2315,Product_boddels.de_September2020_CPA.json.gz,11,JobPosting_novartis.com_September2020_CPA.json.gz,0,0
2316,Event_tlabc.org_September2020_CPA.json.gz,5,Person_theinmatesearch.org_September2020_CPA.json.gz,7,0
2317,Event_tlabc.org_September2020_CPA.json.gz,3,Person_theinmatesearch.org_September2020_CPA.json.gz,6,0
2318,Person_theinmatesearch.org_September2020_CPA.json.gz,0,Event_tlabc.org_September2020_CPA.json.gz,5,0
2319,Person_theinmatesearch.org_September2020_CPA.json.gz,6,Event_tlabc.org_September2020_CPA.json.gz,1,0
2320,Event_tlabc.org_September2020_CPA.json.gz,6,Person_theinmatesearch.org_September2020_CPA.json.gz,4,0
